"filename", "language", "TypeScript", "comment", "blank", "total"
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\api.module.ts", "TypeScript", 20, 0, 5, 25
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\favorite\favorite.controller.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\favorite\favorite.controller.ts", "TypeScript", 40, 0, 4, 44
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\favorite\favorite.module.ts", "TypeScript", 12, 0, 2, 14
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\favorite\favorite.service.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\favorite\favorite.service.ts", "TypeScript", 50, 0, 6, 56
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\favorite\models\schemas\favotire.schema.ts", "TypeScript", 25, 1, 6, 32
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\favorite\models\types\my_favorites.type.ts", "TypeScript", 26, 0, 2, 28
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\payments\models\enums\payment_method.enum.ts", "TypeScript", 4, 0, 0, 4
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\payments\models\schemas\payment.schema.ts", "TypeScript", 17, 0, 7, 24
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\payments\payments.controller.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\payments\payments.controller.ts", "TypeScript", 3, 0, 2, 5
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\payments\payments.module.ts", "TypeScript", 12, 0, 2, 14
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\payments\payments.service.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\payments\payments.service.ts", "TypeScript", 15, 0, 3, 18
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservable\models\dtos\create_reservable.dto.ts", "TypeScript", 28, 0, 3, 31
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservable\models\enum\service_type.enum.ts", "TypeScript", 7, 0, 1, 8
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservable\models\schemas\reservable.schema.ts", "TypeScript", 33, 0, 4, 37
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservable\models\types\reservable_details.type.ts", "TypeScript", 17, 0, 1, 18
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservable\models\types\reservable_list_item.ts", "TypeScript", 11, 0, 1, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservable\reservable.controller.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservable\reservable.controller.ts", "TypeScript", 43, 0, 3, 46
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservable\reservable.module.ts", "TypeScript", 12, 0, 2, 14
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservable\reservable.service.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservable\reservable.service.ts", "TypeScript", 77, 0, 6, 83
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\models\dtos\create_reservation.dto.ts", "TypeScript", 39, 0, 6, 45
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\models\schemas\reservation.schema.ts", "TypeScript", 33, 0, 7, 40
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\models\schemas\reservation_sideorder.schema.ts", "TypeScript", 11, 0, 3, 14
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\models\types\available_day_slot.type.ts", "TypeScript", 4, 0, 0, 4
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\models\types\available_time_slot.type.ts", "TypeScript", 4, 0, 0, 4
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\models\types\reservation_details.type.ts", "TypeScript", 50, 0, 4, 54
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\models\types\reservation_list_item.type.ts", "TypeScript", 29, 0, 4, 33
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\reservations.controller.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\reservations.controller.ts", "TypeScript", 40, 0, 4, 44
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\reservations.module.ts", "TypeScript", 20, 0, 3, 23
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\reservations.service.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reservations\reservations.service.ts", "TypeScript", 177, 2, 16, 195
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reviews\models\dtos\create_review.dto.ts", "TypeScript", 12, 0, 4, 16
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reviews\models\schema\review.schema.ts", "TypeScript", 33, 1, 10, 44
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reviews\models\types\review_list_item.type.ts", "TypeScript", 13, 0, 1, 14
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reviews\reviews.controller.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reviews\reviews.controller.ts", "TypeScript", 31, 0, 4, 35
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reviews\reviews.module.ts", "TypeScript", 17, 0, 2, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reviews\reviews.service.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\reviews\reviews.service.ts", "TypeScript", 57, 0, 6, 63
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\sideorders\models\dtos\create_sideorder.dto.ts", "TypeScript", 21, 0, 2, 23
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\sideorders\models\enums\sideorder_type.enum.ts", "TypeScript", 6, 0, 0, 6
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\sideorders\models\schema\sideorder.schema.ts", "TypeScript", 29, 0, 5, 34
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\sideorders\models\types\sideorder_details.type.ts", "TypeScript", 24, 0, 1, 25
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\sideorders\models\types\sideorder_list_item.type.ts", "TypeScript", 11, 0, 1, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\sideorders\sideorders.controller.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\sideorders\sideorders.controller.ts", "TypeScript", 33, 0, 3, 36
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\sideorders\sideorders.module.ts", "TypeScript", 12, 0, 2, 14
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\sideorders\sideorders.service.spec.ts", "TypeScript", 14, 0, 5, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\sideorders\sideorders.service.ts", "TypeScript", 56, 0, 5, 61
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\enums\gender.enum.ts", "TypeScript", 4, 0, 0, 4
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\enums\user-status.enum.ts", "TypeScript", 5, 0, 0, 5
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\models\schemas\user.schema.ts", "TypeScript", 40, 0, 7, 47
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\models\types\user_details.type.ts", "TypeScript", 18, 0, 1, 19
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\users.controller.ts", "TypeScript", 16, 0, 5, 21
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\users.module.ts", "TypeScript", 12, 0, 3, 15
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\api\users\users.service.ts", "TypeScript", 54, 0, 11, 65
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\app.module.ts", "TypeScript", 66, 1, 7, 74
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\auth.controller.ts", "TypeScript", 56, 0, 8, 64
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\auth.module.ts", "TypeScript", 11, 0, 2, 13
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\auth.service.ts", "TypeScript", 108, 0, 23, 131
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\decorators\public.decorator.ts", "TypeScript", 3, 0, 1, 4
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\decorators\role.decorator.ts", "TypeScript", 4, 0, 1, 5
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\decorators\status.decorator.ts", "TypeScript", 4, 0, 1, 5
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\dtos\auth.signin.DTO.ts", "TypeScript", 19, 0, 7, 26
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\dtos\auth.signup.DTO.ts", "TypeScript", 28, 0, 9, 37
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\enums\role.enum.ts", "TypeScript", 5, 0, 0, 5
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\errors\incorrect_credentials.error.ts", "TypeScript", 6, 3, 3, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\errors\incorrect_otp_code.error.ts", "TypeScript", 6, 3, 3, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\errors\user_already_exists.error.ts", "TypeScript", 6, 3, 3, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\gaurds\auth.guard.ts", "TypeScript", 54, 0, 18, 72
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\gaurds\roles.gaurd.ts", "TypeScript", 24, 0, 10, 34
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\types\jwt-data.type.ts", "TypeScript", 3, 0, 1, 4
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\auth\types\password_reset_req.type.ts", "TypeScript", 1, 0, 0, 1
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\errors\not_autherized.error.ts", "TypeScript", 7, 3, 2, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\errors\not_found.error.ts", "TypeScript", 7, 3, 2, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\extensions\string.extensions.ts", "TypeScript", 9, 0, 3, 12
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\filters\error.filter.ts", "TypeScript", 47, 0, 11, 58
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\helper\mongoose_middleware.helper.ts", "TypeScript", 32, 0, 2, 34
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\master.module.ts", "TypeScript", 35, 0, 10, 45
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\models\dtos\error.dto.ts", "TypeScript", 22, 0, 2, 24
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\models\dtos\return_type.dto.ts", "TypeScript", 3, 0, 0, 3
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\models\dtos\status.dto.ts", "TypeScript", 3, 0, 0, 3
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\models\errors\custom.error.ts", "TypeScript", 11, 0, 3, 14
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\models\schema\review_sum.schema.ts", "TypeScript", 7, 0, 1, 8
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\global\services\mail\emailing-service.ts", "TypeScript", 14, 0, 6, 20
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\main.ts", "TypeScript", 23, 0, 19, 42
"f:\Acadimic\SVU\ITE\S23\BPR601\projects\nestjs_bpr601_svu_server\src\routes.ts", "TypeScript", 8, 0, 1, 9
"Total", "-", 2163, 20, 399, 2582